_time,_value
2023-02-22T02:17:25.880023712Z,1.013020057
2023-02-22T02:17:26.883396004Z,1.005006779
2023-02-22T02:17:27.920215563Z,1.004850229
2023-02-22T02:17:28.917506771Z,1.004694689
2023-02-22T02:17:29.927987962Z,1.004699516
2023-02-22T02:17:30.943510189Z,1.005341838
2023-02-22T02:17:31.957869453Z,1.005821028
2023-02-22T02:17:32.973056627Z,1.005819337
2023-02-22T02:17:33.987605494Z,1.005499002
2023-02-22T02:17:35.003105972Z,1.005340016
2023-02-22T02:17:36.017862341Z,1.005182052
2023-02-22T02:17:37.034379931Z,1.005662553
2023-02-22T02:17:38.047846285Z,1.005502802
2023-02-22T02:17:39.062577112Z,1.00550344
2023-02-22T02:17:40.079110872Z,1.005344782
2023-02-22T02:17:41.108728087Z,1.006143315
2023-02-22T02:17:42.107638538Z,1.007096502
2023-02-22T02:17:43.123686393Z,1.00692852
2023-02-22T02:17:44.137626422Z,1.006920968
2023-02-22T02:17:45.176963353Z,1.007232249
2023-02-22T02:17:46.167745507Z,1.007063646
2023-02-22T02:17:47.182321123Z,1.007055476
2023-02-22T02:17:48.197474744Z,1.007047418
2023-02-22T02:17:49.212495363Z,1.006720748
2023-02-22T02:17:50.227105677Z,1.006714819
2023-02-22T02:17:51.242832405Z,1.006549628
2023-02-22T02:17:52.258496532Z,1.006544851
2023-02-22T02:17:53.288849433Z,1.007018254
2023-02-22T02:17:54.288609462Z,1.007010802
2023-02-22T02:17:55.303295291Z,1.007481542
2023-02-22T02:17:56.318255122Z,1.007471443
2023-02-22T02:17:57.333562858Z,0.999413687
2023-02-22T02:17:58.348174985Z,0.999292625
2023-02-22T02:17:59.364770036Z,0.999172379
2023-02-22T02:18:00.37818965Z,0.999212306
2023-02-22T02:18:01.393275683Z,0.998933364
2023-02-22T02:18:02.414758536Z,0.998815545
2023-02-22T02:18:03.426904817Z,0.998698525
2023-02-22T02:18:04.438071886Z,0.998422936
2023-02-22T02:18:05.452938699Z,0.998308453
2023-02-22T02:18:06.468165416Z,0.998194749
2023-02-22T02:18:07.482948729Z,0.997922458
2023-02-22T02:18:08.503173806Z,0.997811255
2023-02-22T02:18:09.514858781Z,0.997860174
2023-02-22T02:18:10.52794669Z,0.997908898
2023-02-22T02:18:11.543142685Z,0.997798064
2023-02-22T02:18:12.556738665Z,0.99784735
2023-02-22T02:18:13.571322254Z,0.997577714
2023-02-22T02:18:14.588972273Z,0.997469149
2023-02-22T02:18:15.601714645Z,0.997361329
2023-02-22T02:18:16.616847339Z,0.997254252
2023-02-22T02:18:17.632032891Z,0.997307274
2023-02-22T02:18:18.646755412Z,0.997360076
2023-02-22T02:18:19.661906679Z,0.997093935
2023-02-22T02:18:20.676807942Z,0.996988844
2023-02-22T02:18:21.691413403Z,0.997043841
2023-02-22T02:18:22.706407768Z,0.996939245
2023-02-22T02:18:23.72565488Z,0.99667601
2023-02-22T02:18:24.735940093Z,0.996573809
2023-02-22T02:18:25.751774967Z,0.996631679
2023-02-22T02:18:26.766382896Z,0.996689302
2023-02-22T02:18:27.781394805Z,0.996587315
2023-02-22T02:18:28.796151912Z,0.996486036
2023-02-22T02:18:29.811224122Z,0.989214175
2023-02-22T02:18:30.826518034Z,0.989316574
2023-02-22T02:18:31.840931237Z,0.989259126
2023-02-22T02:18:32.85631805Z,0.989202146
2023-02-22T02:18:33.875042302Z,0.989304996
2023-02-22T02:18:34.886070686Z,0.989088632
2023-02-22T02:18:35.901065217Z,0.98903305
2023-02-22T02:18:36.915684045Z,0.988977925
2023-02-22T02:18:37.938795955Z,0.988923257
2023-02-22T02:18:38.949189642Z,0.988869041
2023-02-22T02:18:39.961316745Z,0.988974637
2023-02-22T02:18:40.97571277Z,0.989079727
2023-02-22T02:18:41.990848831Z,0.989024951
2023-02-22T02:18:43.005683771Z,0.988970627
2023-02-22T02:18:44.020914832Z,0.988916752
2023-02-22T02:18:45.037314408Z,0.988863324
2023-02-22T02:18:46.050635947Z,0.98881034
2023-02-22T02:18:47.065580005Z,0.988917158
2023-02-22T02:18:48.080461763Z,0.989023462
2023-02-22T02:18:49.097437345Z,0.988969891
2023-02-22T02:18:50.110695083Z,0.988757401
2023-02-22T02:18:51.125748615Z,0.988546305
2023-02-22T02:18:52.143511896Z,0.988495958
2023-02-22T02:18:53.15559681Z,0.988446036
2023-02-22T02:18:54.170259555Z,0.988555898
2023-02-22T02:18:55.185825711Z,0.988665227
2023-02-22T02:18:56.200213952Z,0.988614663
2023-02-22T02:18:57.215464804Z,0.988723885
2023-02-22T02:18:58.230310751Z,0.988673215
2023-02-22T02:18:59.245297549Z,0.988622969
2023-02-22T02:19:00.260895138Z,0.988732508
2023-02-22T02:19:01.276307925Z,0.988841512
2023-02-22T02:19:03.316129302Z,0.988790624
2023-02-22T02:19:04.333624913Z,0.98874016
2023-02-22T02:19:05.346918875Z,0.98884948
2023-02-22T02:19:06.361176463Z,0.988798904
2023-02-22T02:19:07.375981947Z,0.988748751
2023-02-22T02:19:08.390969232Z,0.988699016
2023-02-22T02:19:09.408847552Z,0.988809061
2023-02-22T02:19:10.421035603Z,0.988759205
2023-02-22T02:19:11.436100989Z,0.988709766
2023-02-22T02:19:12.451299677Z,0.988820103
2023-02-22T02:19:13.469330499Z,0.988770537
2023-02-22T02:19:14.47958747Z,0.988880747
2023-02-22T02:19:15.494905618Z,0.988990416
2023-02-22T02:19:16.512702196Z,0.989099545
2023-02-22T02:19:17.526598927Z,0.989048777
2023-02-22T02:19:18.539802951Z,0.988998427
2023-02-22T02:19:19.554766195Z,0.988948495
2023-02-22T02:19:20.570500148Z,0.988898978
2023-02-22T02:19:21.584755684Z,0.988849873
2023-02-22T02:19:22.599695112Z,0.988801177
2023-02-22T02:19:23.614429286Z,0.988752888
2023-02-22T02:19:24.632947504Z,0.988705005
2023-02-22T02:19:25.644607543Z,0.988816885
2023-02-22T02:19:26.659379917Z,0.988928211
2023-02-22T02:19:27.674574597Z,0.988879624
2023-02-22T02:19:28.689592574Z,0.98867208
2023-02-22T02:19:29.707232382Z,0.988784616
2023-02-22T02:19:30.719695202Z,0.988737232
2023-02-22T02:19:31.734586197Z,0.988690245
2023-02-22T02:19:32.749214389Z,0.988803016
2023-02-22T02:19:33.764086984Z,0.988755864
2023-02-22T02:19:34.780498497Z,0.988549745
2023-02-22T02:19:35.795947298Z,0.988504335
2023-02-22T02:19:36.809331776Z,0.988459311
2023-02-22T02:19:37.824461374Z,0.988574032
2023-02-22T02:19:38.83912896Z,0.988528819
2023-02-22T02:19:39.860415415Z,0.988483989
2023-02-22T02:19:40.869217526Z,0.98843954
2023-02-22T02:19:41.946564025Z,0.988395471
2023-02-22T02:19:42.899018787Z,0.988351778
2023-02-22T02:19:43.915320585Z,0.98830846
2023-02-22T02:19:44.928824049Z,0.988424876
2023-02-22T02:19:45.944093335Z,0.988381346
2023-02-22T02:19:46.95923962Z,0.988338189
2023-02-22T02:19:47.978565955Z,0.981124115
2023-02-22T02:19:48.989021188Z,0.981283972
2023-02-22T02:19:50.008367824Z,0.98128365
2023-02-22T02:19:51.01909796Z,0.98128347
2023-02-22T02:19:52.03367084Z,0.98128343
2023-02-22T02:19:53.048969229Z,0.981283529
2023-02-22T02:19:54.065239429Z,0.981283766
2023-02-22T02:19:55.081447268Z,0.981284141
2023-02-22T02:19:56.093346876Z,0.981284651
2023-02-22T02:19:57.108825326Z,0.981285296
2023-02-22T02:19:58.123423165Z,0.981286075
2023-02-22T02:19:59.148307424Z,0.981446349
2023-02-22T02:20:00.170129347Z,0.981446438
2023-02-22T02:20:01.173949262Z,0.981446663
2023-02-22T02:20:02.183431342Z,0.981447023
2023-02-22T02:20:03.199561617Z,0.981447516
2023-02-22T02:20:04.21329097Z,0.981448141
2023-02-22T02:20:05.228124335Z,0.981448898
2023-02-22T02:20:06.253310121Z,0.981449785
2023-02-22T02:20:08.290522039Z,0.981450801
2023-02-22T02:20:09.29803282Z,0.981451945
2023-02-22T02:20:10.313116088Z,0.981453217
2023-02-22T02:20:11.328500641Z,0.981613976
2023-02-22T02:20:12.343045268Z,0.981614545
2023-02-22T02:20:13.3579447Z,0.981615243
2023-02-22T02:20:14.373244837Z,0.981775431
2023-02-22T02:20:15.387852866Z,0.981934792
2023-02-22T02:20:16.402772098Z,0.982093331
2023-02-22T02:20:17.420909367Z,0.98209169
2023-02-22T02:20:18.433084268Z,0.982090187
2023-02-22T02:20:19.448046414Z,0.982088822
2023-02-22T02:20:20.462739653Z,0.982087595
2023-02-22T02:20:21.477958898Z,0.982086503
2023-02-22T02:20:22.496968784Z,0.982085546
2023-02-22T02:20:23.514867158Z,0.982084723
2023-02-22T02:20:24.53824179Z,0.982084033
2023-02-22T02:20:25.537793968Z,0.981924112
2023-02-22T02:20:26.552466947Z,0.982084
2023-02-22T02:20:27.567561281Z,0.97491241
2023-02-22T02:20:28.582626514Z,0.97511451
2023-02-22T02:20:29.597714447Z,0.975156194
2023-02-22T02:20:30.612588878Z,0.975197782
2023-02-22T02:20:31.627326608Z,0.975398636
2023-02-22T02:20:32.641506231Z,0.975598442
2023-02-22T02:20:33.659728099Z,0.975637842
2023-02-22T02:20:34.676368016Z,0.975677156
2023-02-22T02:20:35.687770318Z,0.975716386
2023-02-22T02:20:36.705510192Z,0.975755531
2023-02-22T02:20:37.729397336Z,0.975635229
2023-02-22T02:20:38.731411231Z,0.975675157
2023-02-22T02:20:39.746305973Z,0.967826581
2023-02-22T02:20:40.761014612Z,0.968072897
2023-02-22T02:20:41.783016935Z,0.968317918
2023-02-22T02:20:42.791649388Z,0.968402288
2023-02-22T02:20:43.806115239Z,0.968326969
2023-02-22T02:20:44.820819593Z,0.968411639
2023-02-22T02:20:45.838221275Z,0.968336616
2023-02-22T02:20:46.851273511Z,0.968421579
2023-02-22T02:20:47.865995265Z,0.968824933
2023-02-22T02:20:48.881767529Z,0.968907324
2023-02-22T02:20:49.990690291Z,0.969148757
2023-02-22T02:20:50.910985822Z,0.969229555
2023-02-22T02:20:51.926467255Z,0.969150678
2023-02-22T02:20:52.940616273Z,0.969391167
2023-02-22T02:20:53.9649138Z,0.969630387
2023-02-22T02:20:54.970591528Z,0.969708983
2023-02-22T02:20:55.986071661Z,0.969946637
2023-02-22T02:20:57.001272491Z,0.970023674
2023-02-22T02:20:58.020631665Z,0.969941054
2023-02-22T02:20:59.030542168Z,0.970018455
2023-02-22T02:21:00.045494461Z,0.969936195
2023-02-22T02:21:01.060680053Z,0.969854593
2023-02-22T02:21:02.075304734Z,0.970092366
2023-02-22T02:21:03.090358044Z,0.970010157
2023-02-22T02:21:04.105541456Z,0.970247327
2023-02-22T02:21:05.121366076Z,0.97048324
2023-02-22T02:21:06.135480776Z,0.97039918
2023-02-22T02:21:07.150485716Z,0.970634507
2023-02-22T02:21:08.165437679Z,0.970549862
2023-02-22T02:21:09.182613777Z,0.970625245
2023-02-22T02:21:10.211230359Z,0.97101906
2023-02-22T02:21:11.2123444Z,0.971091953
2023-02-22T02:21:12.225694949Z,0.971005204
2023-02-22T02:21:13.240161087Z,0.971078493
2023-02-22T02:21:14.255026329Z,0.971151499
2023-02-22T02:21:15.269975846Z,0.971224224
2023-02-22T02:21:16.285291158Z,0.971296668
2023-02-22T02:21:17.304550914Z,0.971368834
2023-02-22T02:21:18.315149772Z,0.971440721
2023-02-22T02:21:19.329701575Z,0.97135297
2023-02-22T02:21:20.347182611Z,0.971425257
2023-02-22T02:21:21.360680703Z,0.971178542
2023-02-22T02:21:22.379597155Z,0.971252178
2023-02-22T02:21:23.392709711Z,0.971166164
2023-02-22T02:21:24.405986882Z,0.971399541
2023-02-22T02:21:25.42085237Z,0.971631674
2023-02-22T02:21:26.435968161Z,0.97202193
2023-02-22T02:21:27.450838049Z,0.971931915
2023-02-22T02:21:28.465764138Z,0.972320672
2023-02-22T02:21:29.481016431Z,0.972229165
2023-02-22T02:21:30.495486414Z,0.972616437
2023-02-22T02:21:31.510404492Z,0.972842176
2023-02-22T02:21:32.534728171Z,0.972907347
2023-02-22T02:21:33.540630543Z,0.97297227
2023-02-22T02:21:34.555506216Z,0.97319631
2023-02-22T02:21:35.570642091Z,0.973419151
2023-02-22T02:21:36.585624565Z,0.973481437
2023-02-22T02:21:37.600782641Z,0.973384129
2023-02-22T02:21:38.615069837Z,0.973287541
2023-02-22T02:21:39.630450901Z,0.973510395
2023-02-22T02:21:40.646700183Z,0.973572693
2023-02-22T02:21:41.660308611Z,0.973794118
2023-02-22T02:21:42.675264003Z,0.974014356
2023-02-22T02:21:43.699415109Z,0.97407405
2023-02-22T02:21:44.70543201Z,0.974292885
2023-02-22T02:21:45.732251347Z,0.974351182
2023-02-22T02:21:46.734945554Z,0.966600531
2023-02-22T02:21:47.75004638Z,0.966864489
2023-02-22T02:21:48.764920903Z,0.96696767
2023-02-22T02:21:49.780127932Z,0.967229757
2023-02-22T02:21:50.801547349Z,0.967171713
2023-02-22T02:21:51.813241027Z,0.967114177
2023-02-22T02:21:52.825085206Z,0.967535231
2023-02-22T02:21:53.842327515Z,0.967316478
2023-02-22T02:21:54.85812941Z,0.967417916
2023-02-22T02:21:55.86945897Z,0.967359544
2023-02-22T02:21:56.885017956Z,0.967620403
2023-02-22T02:21:57.903291857Z,0.967561134
2023-02-22T02:21:58.920852854Z,0.967502377
2023-02-22T02:21:59.930210808Z,0.96760349
2023-02-22T02:22:00.944521774Z,0.967863516
2023-02-22T02:22:01.959822252Z,0.968281503
2023-02-22T02:22:02.976317836Z,0.968697143
2023-02-22T02:22:03.989787017Z,0.968791725
2023-02-22T02:22:05.005398022Z,0.969045253
2023-02-22T02:22:06.030929641Z,0.968819327
2023-02-22T02:22:07.041033083Z,0.968913626
2023-02-22T02:22:08.055161971Z,0.96900751
2023-02-22T02:22:09.064440503Z,0.962009374
2023-02-22T02:22:10.085199268Z,0.962304231
2023-02-22T02:22:11.094469704Z,0.962278774
2023-02-22T02:22:12.109686403Z,0.962094281
2023-02-22T02:22:13.125991514Z,0.962229789
2023-02-22T02:22:14.139711698Z,0.962524023
2023-02-22T02:22:15.1550724Z,0.96297603
2023-02-22T02:22:16.169326189Z,0.962947418
2023-02-22T02:22:17.184060884Z,0.963397232
2023-02-22T02:22:18.20276222Z,0.955637384
2023-02-22T02:22:19.216632405Z,0.95549383
2023-02-22T02:22:20.229581568Z,0.955351331
2023-02-22T02:22:21.243991248Z,0.955369245
2023-02-22T02:22:22.260666254Z,0.955705974
2023-02-22T02:22:23.274594429Z,0.95572216
2023-02-22T02:22:24.28914491Z,0.956057169
2023-02-22T02:22:25.304022296Z,0.956390368
2023-02-22T02:22:26.337958597Z,0.956562405
2023-02-22T02:22:27.334132565Z,0.956733603
2023-02-22T02:22:28.349294081Z,0.956903968
2023-02-22T02:22:29.366307316Z,0.957232865
2023-02-22T02:22:30.378401301Z,0.957400619
2023-02-22T02:22:31.393621218Z,0.957726919
2023-02-22T02:22:32.410031647Z,0.95789209
2023-02-22T02:22:33.423602947Z,0.958056456
2023-02-22T02:22:34.445128827Z,0.95806066
2023-02-22T02:22:35.465920912Z,0.958383744
2023-02-22T02:22:36.468650205Z,0.958545715
2023-02-22T02:22:37.484940151Z,0.958866258
2023-02-22T02:22:38.498731369Z,0.958866338
2023-02-22T02:22:39.514161705Z,0.959025957
2023-02-22T02:22:40.528493429Z,0.959025436
2023-02-22T02:22:41.550279437Z,0.959184455
2023-02-22T02:22:42.558489292Z,0.959502061
2023-02-22T02:22:43.582128235Z,0.959658578
2023-02-22T02:22:44.588509284Z,0.959814332
